RC206
50	1000
0	240
241	480
481	720
721	960
0	40	50	0	0	960	0	0	0	0	0	
1	25	85	20	613	853	10	0	0	0.1	1	
2	22	75	30	92	332	10	0.1	1	0	0	
3	22	85	10	411	651	10	0	0.5	1	0	
4	20	80	40	584	824	10	0	0	0.3	1	
5	20	85	20	40	280	10	0.8	1	0	0	
6	18	75	20	328	568	10	0	0.1	1	0	
7	15	75	20	240	480	10	0.7	1	0	0	
8	15	80	10	307	547	10	0	0.3	1	0	
9	10	35	20	311	551	10	0	0.1	1	0	
10	10	40	30	459	699	10	0	0.1	1	0	
11	8	40	40	135	375	10	0.9	1	0	0	
12	8	45	20	163	403	10	0.1	1	0	0	
13	5	35	10	593	833	10	0	0	0.1	1	
14	5	45	10	35	275	10	0.5	1	0	0	
15	2	40	20	114	354	10	0.6	1	0	0	
16	0	40	20	195	435	10	0.1	1	0	0	
17	0	45	20	643	883	10	0	0	0.4	1	
18	44	5	20	275	515	10	0	0.1	1	0	
19	42	10	40	194	434	10	0.7	1	0	0	
20	42	15	10	477	717	10	0	0.5	1	0	
21	40	5	10	155	395	10	0.8	1	0	0	
22	40	15	40	315	555	10	0	0.9	1	0	
23	38	5	30	141	381	10	0.5	1	0	0	
24	38	15	10	621	861	10	0	0	0.4	1	
25	35	5	20	664	904	10	0	0	0.8	1	
26	95	30	30	469	709	10	0	0.7	1	0	
27	95	35	20	86	326	10	0.9	1	0	0	
28	92	30	10	89	329	10	0.6	1	0	0	
29	90	35	10	134	374	10	0.2	1	0	0	
30	88	30	10	186	426	10	0.8	1	0	0	
31	88	35	20	105	345	10	0.3	1	0	0	
32	87	30	10	561	801	10	0	0	0.6	1	
33	85	25	10	51	291	10	0.1	1	0	0	
34	85	35	30	427	667	10	0	0.2	1	0	
35	67	85	20	597	837	10	0	0	0.5	1	
36	65	85	40	43	283	10	0.8	1	0	0	
37	65	82	10	497	737	10	0	0	0.4	1	
38	62	80	30	218	458	10	0.7	1	0	0	
39	60	80	10	36	276	10	0.4	1	0	0	
40	60	85	30	269	509	10	0	0.7	1	0	
41	58	75	20	316	556	10	0	0.5	1	0	
42	55	80	10	33	273	10	0.7	1	0	0	
43	55	85	20	514	754	10	0	0	0.5	1	
44	55	82	10	157	397	10	0.1	1	0	0	
45	20	82	10	37	277	10	0.4	1	0	0	
46	18	80	10	429	669	10	0	0.5	1	0	
47	2	45	10	45	285	10	0.7	1	0	0	
48	42	5	10	664	904	10	0	0	0.1	1	
49	42	12	10	380	620	10	0	0.4	1	0	
50	72	35	30	447	687	10	0	0.6	1	0	
