C107
25	200
0	309
310	618
619	927
928	1236
0	40	50	0	0	1236	0	0	0	0	0	
1	45	68	10	850	1030	90	0	0	0.1	1	
2	45	70	30	758	938	90	0	0	0.1	1	
3	42	66	10	16	196	90	1	0	0	0	
4	42	68	10	665	845	90	0	0	1	0	
5	42	65	10	15	195	90	1	0	0	0	
6	40	69	20	572	752	90	0	0.5	1	0	
7	40	66	20	108	288	90	1	0	0	0	
8	38	68	20	200	380	90	0.3	1	0	0	
9	38	70	10	480	660	90	0	0.8	1	0	
10	35	66	10	294	474	90	0.1	1	0	0	
11	35	69	10	387	567	90	0	1	0	0	
12	25	85	20	597	777	90	0	0.7	1	0	
13	22	75	30	30	210	90	1	0	0	0	
14	22	85	10	504	684	90	0	0.3	1	0	
15	20	80	40	317	497	90	0	1	0	0	
16	20	85	40	412	592	90	0	1	0	0	
17	18	75	20	34	214	90	1	0	0	0	
18	15	75	20	127	307	90	1	0	0	0	
19	15	80	10	222	402	90	0.1	1	0	0	
20	30	50	10	10	190	90	1	0	0	0	
21	30	52	20	850	1030	90	0	0	0.1	1	
22	28	52	20	758	938	90	0	0	0.9	1	
23	28	55	10	665	845	90	0	0	1	0	
24	25	50	10	15	195	90	1	0	0	0	
25	25	52	40	107	287	90	1	0	0	0	
