RC108
25	200
0	60
61	120
121	180
181	240
0	40	50	0	0	240	0	0	0	0	0	
1	25	85	20	49	191	10	0.1	0.5	0.1	1	
2	22	75	30	30	168	10	0.5	0.4	1	0	
3	22	85	10	95	152	10	0	0.8	1	0	
4	20	80	40	69	193	10	0	0.7	0.1	1	
5	20	85	20	40	189	10	0.7	0.5	0.3	1	
6	18	75	20	60	159	10	0.1	0.3	1	0	
7	15	75	20	54	133	10	0.1	0.9	1	0	
8	15	80	10	67	144	10	0	0.1	1	0	
9	10	35	20	57	154	10	0.1	0.3	1	0	
10	10	40	30	106	161	10	0	0.5	1	0	
11	8	40	40	33	152	10	0.6	0.1	1	0	
12	8	45	20	32	148	10	0.4	0.3	1	0	
13	5	35	10	53	191	10	0.6	0.7	0.8	1	
14	5	45	10	35	194	10	0.3	0.8	0.7	1	
15	2	40	20	39	163	10	0.9	0.5	1	0	
16	0	40	20	41	141	10	0.4	0.2	1	0	
17	0	45	20	51	189	10	0.2	0.7	0.8	1	
18	44	5	20	73	130	10	0	0.9	1	0	
19	42	10	40	40	148	10	0.3	0.2	1	0	
20	42	15	10	94	179	10	0	0.8	1	0	
21	40	5	10	45	161	10	0.3	0.1	1	0	
22	40	15	40	64	149	10	0	0.1	1	0	
23	38	5	30	45	164	10	0.9	0.2	1	0	
24	38	15	10	51	194	10	0.5	0.6	0.8	1	
25	35	5	20	45	183	10	0.4	0.2	0.7	1	
