RC107
25	200
0	60
61	120
121	180
181	240
0	40	50	0	0	240	0	0	0	0	0	
1	25	85	20	125	191	10	0	0	0.1	1	
2	22	75	30	32	97	10	0.1	1	0	0	
3	22	85	10	101	146	10	0	0.5	1	0	
4	20	80	40	71	193	10	0	0.3	0.8	1	
5	20	85	20	40	113	10	0.7	1	0	0	
6	18	75	20	55	164	10	0.8	0.7	1	0	
7	15	75	20	69	118	10	0	1	0	0	
8	15	80	10	56	155	10	0.3	0.1	1	0	
9	10	35	20	51	160	10	0.3	0.1	1	0	
10	10	40	30	90	177	10	0	0.9	1	0	
11	8	40	40	33	152	10	0.1	0.1	1	0	
12	8	45	20	49	108	10	0.3	1	0	0	
13	5	35	10	62	191	10	0	0.5	0.6	1	
14	5	45	10	35	117	10	0.1	1	0	0	
15	2	40	20	39	161	10	0.4	0.3	1	0	
16	0	40	20	59	114	10	0.6	1	0	0	
17	0	45	20	60	189	10	0.8	0.5	0.3	1	
18	44	5	20	79	124	10	0	0.7	1	0	
19	42	10	40	58	115	10	0.9	1	0	0	
20	42	15	10	111	162	10	0	0.1	1	0	
21	40	5	10	52	111	10	0.2	1	0	0	
22	40	15	40	55	158	10	0.2	0.7	1	0	
23	38	5	30	45	164	10	0.9	0.9	1	0	
24	38	15	10	128	194	10	0	0	0.3	1	
25	35	5	20	54	184	10	0.2	0.8	0.1	1	
