R209
25	1000
0	250
251	500
501	750
751	1000
0	35	35	0	0	1000	0	0	0	0	0	
1	41	49	10	636	919	10	0	0	0.1	1	
2	35	17	7	74	351	10	0.1	1	0	0	
3	55	45	13	498	613	10	0	0.5	1	0	
4	55	20	19	470	965	10	0	0.3	0.8	1	
5	15	30	26	20	370	10	0.7	1	0	0	
6	25	30	3	266	663	10	0	0.8	1	0	
7	20	50	5	292	449	10	0	1	0	0	
8	10	43	9	288	597	10	0	0.5	1	0	
9	55	60	16	254	643	10	0	0.1	1	0	
10	30	60	16	496	713	10	0	0.3	1	0	
11	20	65	12	33	510	10	0.1	0.9	1	0	
12	50	35	19	170	403	10	0.1	1	0	0	
13	30	25	23	426	978	10	0	0.1	0.3	1	
14	15	10	20	32	454	10	0.5	1	0	0	
15	30	5	8	30	529	10	0.6	0.1	1	0	
16	10	20	19	222	423	10	0.4	1	0	0	
17	5	30	2	409	959	10	0	0.1	0.6	1	
18	20	40	12	349	462	10	0	1	0	0	
19	15	60	17	215	432	10	0.8	1	0	0	
20	45	65	9	538	709	10	0	0	1	0	
21	45	20	11	156	389	10	0.3	1	0	0	
22	45	10	18	280	623	10	0	0.7	1	0	
23	55	5	29	36	513	10	0.9	0.5	1	0	
24	65	35	3	633	918	10	0	0	0.4	1	
25	65	20	6	400	956	10	0	0.8	0.2	1	
